text,label,clean,token_count,sentence_count,tokens,sentences
اس کا وزن زیادہ ہے,,اس کا وزن زیادہ ہے,5,1,اس | کا | وزن | زیادہ | ہے,اس کا وزن زیادہ ہے۔
یہ مضحکہ خیز ہو گا,,یہ مضحکہ خیز ہو گا,5,1,یہ | مضحکہ | خیز | ہو | گا,یہ مضحکہ خیز ہو گا۔
یہ ایک کھیل نہیں ہے,,یہ ایک کھیل نہیں ہے,5,1,یہ | ایک | کھیل | نہیں | ہے,یہ ایک کھیل نہیں ہے۔
آج کیا تاریخ ہے,,آج کیا تاریخ ہے,4,1,آج | کیا | تاریخ | ہے,آج کیا تاریخ ہے۔
میں تمھیں سچ بتا رہا ہوں۔,,میں تمھیں سچ بتا رہا ہوں۔,7,1,میں | تمھیں | سچ | بتا | رہا | ہوں | ۔,میں تمھیں سچ بتا رہا ہوں۔
میں نے غلطی کی ہے۔,,میں نے غلطی کی ہے۔,6,1,میں | نے | غلطی | کی | ہے | ۔,میں نے غلطی کی ہے۔
اپنے سوٹ میں تبدیل کریں۔,,اپنے سوٹ میں تبدیل کریں۔,6,1,اپنے | سوٹ | میں | تبدیل | کریں | ۔,اپنے سوٹ میں تبدیل کریں۔
میں ٹام سے ناراض ہوں۔,,میں ٹام سے ناراض ہوں۔,6,1,میں | ٹام | سے | ناراض | ہوں | ۔,میں ٹام سے ناراض ہوں۔
کیا آپ اسے پڑھ سکتے ہیں؟,,کیا آپ اسے پڑھ سکتے ہیں؟,7,1,کیا | آپ | اسے | پڑھ | سکتے | ہیں | ؟,کیا آپ اسے پڑھ سکتے ہیں؟
بس سے چلو,,بس سے چلو,3,1,بس | سے | چلو,بس سے چلو۔
مجھے کبھی مت چھونا۔,,مجھے کبھی مت چھونا۔,5,1,مجھے | کبھی | مت | چھونا | ۔,مجھے کبھی مت چھونا۔
خدا حافظ کہو,,خدا حافظ کہو,3,1,خدا | حافظ | کہو,خدا حافظ کہو۔
احتیاط علاج سے بہتر ہے,,احتیاط علاج سے بہتر ہے,5,1,احتیاط | علاج | سے | بہتر | ہے,احتیاط علاج سے بہتر ہے۔
آپ کو میرا شکریہ ادا کرنا چاہیے۔,,آپ کو میرا شکریہ ادا کرنا چاہیے۔,8,1,آپ | کو | میرا | شکریہ | ادا | کرنا | چاہیے | ۔,آپ کو میرا شکریہ ادا کرنا چاہیے۔
میں ایک تجربہ کار ہوں۔,,میں ایک تجربہ کار ہوں۔,6,1,میں | ایک | تجربہ | کار | ہوں | ۔,میں ایک تجربہ کار ہوں۔
تم ٹام کو کتنی اچھی طرح جانتے ہو؟,,تم ٹام کو کتنی اچھی طرح جانتے ہو؟,9,1,تم | ٹام | کو | کتنی | اچھی | طرح | جانتے | ہو | ؟,تم ٹام کو کتنی اچھی طرح جانتے ہو؟
زین کیا پہنتا ہے,,زین کیا پہنتا ہے,4,1,زین | کیا | پہنتا | ہے,زین کیا پہنتا ہے۔
ہم غلط تھے,,ہم غلط تھے,3,1,ہم | غلط | تھے,ہم غلط تھے۔
میں پیچھے رہ گیا تھا۔,,میں پیچھے رہ گیا تھا۔,6,1,میں | پیچھے | رہ | گیا | تھا | ۔,میں پیچھے رہ گیا تھا۔
یہ جان بوجھ کر نہیں تھا,,یہ جان بوجھ کر نہیں تھا,6,1,یہ | جان | بوجھ | کر | نہیں | تھا,یہ جان بوجھ کر نہیں تھا۔
کیا آپ حسد کرتے ہیں؟,,کیا آپ حسد کرتے ہیں؟,6,1,کیا | آپ | حسد | کرتے | ہیں | ؟,کیا آپ حسد کرتے ہیں؟
زین نے مریم کو رو دیا,,زین نے مریم کو رو دیا,6,1,زین | نے | مریم | کو | رو | دیا,زین نے مریم کو رو دیا۔
مجھے کیمسٹری سے نفرت ہے۔,,مجھے کیمسٹری سے نفرت ہے۔,6,1,مجھے | کیمسٹری | سے | نفرت | ہے | ۔,مجھے کیمسٹری سے نفرت ہے۔
کیا میں یہاں چیک ان کر سکتا ہوں؟,,کیا میں یہاں چیک ان کر سکتا ہوں؟,9,1,کیا | میں | یہاں | چیک | ان | کر | سکتا | ہوں | ؟,کیا میں یہاں چیک ان کر سکتا ہوں؟
فرانسیسی مشکل ہے,,فرانسیسی مشکل ہے,3,1,فرانسیسی | مشکل | ہے,فرانسیسی مشکل ہے۔
کیا آپ ہمارے ساتھ شامل ہوں گے؟,,کیا آپ ہمارے ساتھ شامل ہوں گے؟,8,1,کیا | آپ | ہمارے | ساتھ | شامل | ہوں | گے | ؟,کیا آپ ہمارے ساتھ شامل ہوں گے؟
زین ایک مضحکہ خیز کھانے والا ہے۔,,زین ایک مضحکہ خیز کھانے والا ہے۔,8,1,زین | ایک | مضحکہ | خیز | کھانے | والا | ہے | ۔,زین ایک مضحکہ خیز کھانے والا ہے۔
زین اسے جانتا ہے۔,,زین اسے جانتا ہے۔,5,1,زین | اسے | جانتا | ہے | ۔,زین اسے جانتا ہے۔
تم خواب دیکھ رہے ہو,,تم خواب دیکھ رہے ہو,5,1,تم | خواب | دیکھ | رہے | ہو,تم خواب دیکھ رہے ہو۔
میں خوشی سے بھرا ہوا تھا,,میں خوشی سے بھرا ہوا تھا,6,1,میں | خوشی | سے | بھرا | ہوا | تھا,میں خوشی سے بھرا ہوا تھا۔
زین بے خوف,,زین بے خوف,3,1,زین | بے | خوف,زین بے خوف۔
کون چھوڑ رہا ہے,,کون چھوڑ رہا ہے,4,1,کون | چھوڑ | رہا | ہے,کون چھوڑ رہا ہے۔
تم اب خوش ہو,,تم اب خوش ہو,4,1,تم | اب | خوش | ہو,تم اب خوش ہو۔
زین نے کیا,,زین نے کیا,3,1,زین | نے | کیا,زین نے کیا۔
وہ کھڑکی سے جھانک رہی ہے۔,,وہ کھڑکی سے جھانک رہی ہے۔,7,1,وہ | کھڑکی | سے | جھانک | رہی | ہے | ۔,وہ کھڑکی سے جھانک رہی ہے۔
یہ کافی مضحکہ خیز تھا,,یہ کافی مضحکہ خیز تھا,5,1,یہ | کافی | مضحکہ | خیز | تھا,یہ کافی مضحکہ خیز تھا۔
ہمیں بس اتنا ہی علم ہے,,ہمیں بس اتنا ہی علم ہے,6,1,ہمیں | بس | اتنا | ہی | علم | ہے,ہمیں بس اتنا ہی علم ہے۔
مجھے کوئی نہیں دیکھ رہا ہے,,مجھے کوئی نہیں دیکھ رہا ہے,6,1,مجھے | کوئی | نہیں | دیکھ | رہا | ہے,مجھے کوئی نہیں دیکھ رہا ہے۔
میں مکمل طور پر متفق ہوں,,میں مکمل طور پر متفق ہوں,6,1,میں | مکمل | طور | پر | متفق | ہوں,میں مکمل طور پر متفق ہوں۔
یہ اس کو دے دو,,یہ اس کو دے دو,5,1,یہ | اس | کو | دے | دو,یہ اس کو دے دو۔
زین ایک دھوکہ باز ہے۔,,زین ایک دھوکہ باز ہے۔,6,1,زین | ایک | دھوکہ | باز | ہے | ۔,زین ایک دھوکہ باز ہے۔
زین نے رونا چھوڑ دیا۔,,زین نے رونا چھوڑ دیا۔,6,1,زین | نے | رونا | چھوڑ | دیا | ۔,زین نے رونا چھوڑ دیا۔
تمہیں یاد ہے,,تمہیں یاد ہے,3,1,تمہیں | یاد | ہے,تمہیں یاد ہے۔
میں بعد میں واپس آؤں گا۔,,میں بعد میں واپس آؤں گا۔,7,1,میں | بعد | میں | واپس | آؤں | گا | ۔,میں بعد میں واپس آؤں گا۔
کیا آپ ہمارے ساتھ جائیں گے؟,,کیا آپ ہمارے ساتھ جائیں گے؟,7,1,کیا | آپ | ہمارے | ساتھ | جائیں | گے | ؟,کیا آپ ہمارے ساتھ جائیں گے؟
اس نے مفنز کو پکایا,,اس نے مفنز کو پکایا,5,1,اس | نے | مفنز | کو | پکایا,اس نے مفنز کو پکایا۔
زین جلد ہی سو گیا۔,,زین جلد ہی سو گیا۔,6,1,زین | جلد | ہی | سو | گیا | ۔,زین جلد ہی سو گیا۔
وہ سب سے اوپر باہر آیا,,وہ سب سے اوپر باہر آیا,6,1,وہ | سب | سے | اوپر | باہر | آیا,وہ سب سے اوپر باہر آیا۔
پرندہ مر گیا ہے,,پرندہ مر گیا ہے,4,1,پرندہ | مر | گیا | ہے,پرندہ مر گیا ہے۔
میری بیٹی لانڈری کرتی ہے۔,,میری بیٹی لانڈری کرتی ہے۔,6,1,میری | بیٹی | لانڈری | کرتی | ہے | ۔,میری بیٹی لانڈری کرتی ہے۔
اس نے خود اس کی کوشش کی,,اس نے خود اس کی کوشش کی,7,1,اس | نے | خود | اس | کی | کوشش | کی,اس نے خود اس کی کوشش کی۔
زین کو آئیڈیا پسند آیا,,زین کو آئیڈیا پسند آیا,5,1,زین | کو | آئیڈیا | پسند | آیا,زین کو آئیڈیا پسند آیا۔
یہ میری کتابیں ہیں۔,,یہ میری کتابیں ہیں۔,5,1,یہ | میری | کتابیں | ہیں | ۔,یہ میری کتابیں ہیں۔
میں دج ذیل امور کے بارے میں سوچوں گا:,,میں دج ذیل امور کے بارے میں سوچوں گا,9,1,میں | دج | ذیل | امور | کے | بارے | میں | سوچوں | گا,میں دج ذیل امور کے بارے میں سوچوں گا۔
براہ مہربانی بیٹھ جاؤ,,براہ مہربانی بیٹھ جاؤ,4,1,براہ | مہربانی | بیٹھ | جاؤ,براہ مہربانی بیٹھ جاؤ۔
کیا آپ اسے فراہم کر سکتے ہیں؟,,کیا آپ اسے فراہم کر سکتے ہیں؟,8,1,کیا | آپ | اسے | فراہم | کر | سکتے | ہیں | ؟,کیا آپ اسے فراہم کر سکتے ہیں؟
وہ ایک باغبان ہے,,وہ ایک باغبان ہے,4,1,وہ | ایک | باغبان | ہے,وہ ایک باغبان ہے۔
میں واقعی اسے پسند کرتا ہوں۔,,میں واقعی اسے پسند کرتا ہوں۔,7,1,میں | واقعی | اسے | پسند | کرتا | ہوں | ۔,میں واقعی اسے پسند کرتا ہوں۔
مجھے کتوں سے الرجی ہے۔,,مجھے کتوں سے الرجی ہے۔,6,1,مجھے | کتوں | سے | الرجی | ہے | ۔,مجھے کتوں سے الرجی ہے۔
یہ مضحکہ خیز نہیں ہے,,یہ مضحکہ خیز نہیں ہے,5,1,یہ | مضحکہ | خیز | نہیں | ہے,یہ مضحکہ خیز نہیں ہے۔
زین نے مریم پر گولی چلائی,,زین نے مریم پر گولی چلائی,6,1,زین | نے | مریم | پر | گولی | چلائی,زین نے مریم پر گولی چلائی۔
یہ مٹی نم ہے۔,,یہ مٹی نم ہے۔,5,1,یہ | مٹی | نم | ہے | ۔,یہ مٹی نم ہے۔
آسٹریلوی لڑکیاں بہت خوبصورت ہیں۔,,آسٹریلوی لڑکیاں بہت خوبصورت ہیں۔,6,1,آسٹریلوی | لڑکیاں | بہت | خوبصورت | ہیں | ۔,آسٹریلوی لڑکیاں بہت خوبصورت ہیں۔
میں اب نہیں سوتا,,میں اب نہیں سوتا,4,1,میں | اب | نہیں | سوتا,میں اب نہیں سوتا۔
ہم کب جاتے ہیں,,ہم کب جاتے ہیں,4,1,ہم | کب | جاتے | ہیں,ہم کب جاتے ہیں۔
پرندے گھونسلے بناتے ہیں۔,,پرندے گھونسلے بناتے ہیں۔,5,1,پرندے | گھونسلے | بناتے | ہیں | ۔,پرندے گھونسلے بناتے ہیں۔
براہ کرم ٹریفک کے کسی اصول کی خلاف ورزی نہ کریں۔,,براہ کرم ٹریفک کے کسی اصول کی خلاف ورزی نہ کریں۔,12,1,براہ | کرم | ٹریفک | کے | کسی | اصول | کی | خلاف | ورزی | نہ | کریں | ۔,براہ کرم ٹریفک کے کسی اصول کی خلاف ورزی نہ کریں۔
زین بدقسمت ہے,,زین بدقسمت ہے,3,1,زین | بدقسمت | ہے,زین بدقسمت ہے۔
کیا تم جانا چاہتے ہو,,کیا تم جانا چاہتے ہو,5,1,کیا | تم | جانا | چاہتے | ہو,کیا تم جانا چاہتے ہو۔
کیا آپ استعفی دینا چاہتے ہیں؟,,کیا آپ استعفی دینا چاہتے ہیں؟,7,1,کیا | آپ | استعفی | دینا | چاہتے | ہیں | ؟,کیا آپ استعفی دینا چاہتے ہیں؟
زینوں کی ٹوپی اڑا دی گئی۔,,زینوں کی ٹوپی اڑا دی گئی۔,7,1,زینوں | کی | ٹوپی | اڑا | دی | گئی | ۔,زینوں کی ٹوپی اڑا دی گئی۔
وہ ہفتے کے آخر میں کام نہیں کرتے ہیں۔,,وہ ہفتے کے آخر میں کام نہیں کرتے ہیں۔,10,1,وہ | ہفتے | کے | آخر | میں | کام | نہیں | کرتے | ہیں | ۔,وہ ہفتے کے آخر میں کام نہیں کرتے ہیں۔
رسی کو جانے دو,,رسی کو جانے دو,4,1,رسی | کو | جانے | دو,رسی کو جانے دو۔
لابسٹر اچھا تھا,,لابسٹر اچھا تھا,3,1,لابسٹر | اچھا | تھا,لابسٹر اچھا تھا۔
برائے مہربانی محتاط رہیں!,,برائے مہربانی محتاط رہیں!,5,1,برائے | مہربانی | محتاط | رہیں | !,برائے مہربانی محتاط رہیں!
یہ مذاق ہونا چاہئے,,یہ مذاق ہونا چاہئے,4,1,یہ | مذاق | ہونا | چاہئے,یہ مذاق ہونا چاہئے۔
آپ سے مل کر نہایت خوشی ہوئی,,آپ سے مل کر نہایت خوشی ہوئی,7,1,آپ | سے | مل | کر | نہایت | خوشی | ہوئی,آپ سے مل کر نہایت خوشی ہوئی۔
میں آٹھویں جماعت کا طالب علم ہوں۔,,میں آٹھویں جماعت کا طالب علم ہوں۔,8,1,میں | آٹھویں | جماعت | کا | طالب | علم | ہوں | ۔,میں آٹھویں جماعت کا طالب علم ہوں۔
کچھ نہ کہو,,کچھ نہ کہو,3,1,کچھ | نہ | کہو,کچھ نہ کہو۔
مجھے یقین نہیں ہے.,,مجھے یقین نہیں ہے,4,1,مجھے | یقین | نہیں | ہے,مجھے یقین نہیں ہے۔
کیا آپ نے عید کی شاپنگ ختم کر لی ہے؟,,کیا آپ نے عید کی شاپنگ ختم کر لی ہے؟,11,1,کیا | آپ | نے | عید | کی | شاپنگ | ختم | کر | لی | ہے | ؟,کیا آپ نے عید کی شاپنگ ختم کر لی ہے؟
کوئی میری پرواہ نہیں کرتا,,کوئی میری پرواہ نہیں کرتا,5,1,کوئی | میری | پرواہ | نہیں | کرتا,کوئی میری پرواہ نہیں کرتا۔
میرا بریف کیس کہاں ہے,,میرا بریف کیس کہاں ہے,5,1,میرا | بریف | کیس | کہاں | ہے,میرا بریف کیس کہاں ہے۔
اپ کیا تجویز کرتے ہیں,,اپ کیا تجویز کرتے ہیں,5,1,اپ | کیا | تجویز | کرتے | ہیں,اپ کیا تجویز کرتے ہیں۔
یہ کیوبا کا سگار ہے۔,,یہ کیوبا کا سگار ہے۔,6,1,یہ | کیوبا | کا | سگار | ہے | ۔,یہ کیوبا کا سگار ہے۔
وہ اس کتے کا خیال نہیں رکھتے,,وہ اس کتے کا خیال نہیں رکھتے,7,1,وہ | اس | کتے | کا | خیال | نہیں | رکھتے,وہ اس کتے کا خیال نہیں رکھتے۔
زین نے مرغیوں کو کھلایا,,زین نے مرغیوں کو کھلایا,5,1,زین | نے | مرغیوں | کو | کھلایا,زین نے مرغیوں کو کھلایا۔
مجھے پاس ورڈ کی ضرورت ہے۔,,مجھے پاس ورڈ کی ضرورت ہے۔,7,1,مجھے | پاس | ورڈ | کی | ضرورت | ہے | ۔,مجھے پاس ورڈ کی ضرورت ہے۔
آپ کیسے پوچھتے ہیں,,آپ کیسے پوچھتے ہیں,4,1,آپ | کیسے | پوچھتے | ہیں,آپ کیسے پوچھتے ہیں۔
بے صبرے تھے,,بے صبرے تھے,3,1,بے | صبرے | تھے,بے صبرے تھے۔
زین ایک فورڈ چلاتا ہے۔,,زین ایک فورڈ چلاتا ہے۔,6,1,زین | ایک | فورڈ | چلاتا | ہے | ۔,زین ایک فورڈ چلاتا ہے۔
زین نے کندھے اچکائے۔,,زین نے کندھے اچکائے۔,5,1,زین | نے | کندھے | اچکائے | ۔,زین نے کندھے اچکائے۔
tomll مدد,,مدد,1,1,مدد,مدد۔
میں کپڑے اتار رہا ہوں۔,,میں کپڑے اتار رہا ہوں۔,6,1,میں | کپڑے | اتار | رہا | ہوں | ۔,میں کپڑے اتار رہا ہوں۔
یہ ایک کتاب ہے,,یہ ایک کتاب ہے,4,1,یہ | ایک | کتاب | ہے,یہ ایک کتاب ہے۔
زین کو مچھلی پکڑنا پسند ہے۔,,زین کو مچھلی پکڑنا پسند ہے۔,7,1,زین | کو | مچھلی | پکڑنا | پسند | ہے | ۔,زین کو مچھلی پکڑنا پسند ہے۔
ارے یہ منصفانہ نہیں ہے,,ارے یہ منصفانہ نہیں ہے,5,1,ارے | یہ | منصفانہ | نہیں | ہے,ارے یہ منصفانہ نہیں ہے۔
اسے خوش کرنا مشکل تھا,,اسے خوش کرنا مشکل تھا,5,1,اسے | خوش | کرنا | مشکل | تھا,اسے خوش کرنا مشکل تھا۔
